9,18.462,0.9
10,16.462,0.8
10,15.737,0.8
10,16.128,0.8
10,16.154,0.8
10,16.169,0.8
10,16.175,0.8
10,16.176,0.8
10,16.172,0.8
10,16.166,0.8
10,16.159,0.8
10,16.15,0.8
10,16.141,0.8
10,16.131,0.8
10,16.121,0.8
10,16.11,0.8
10,16.1,0.8
10,16.09,0.8
10,16.08,0.8
10,16.07,0.8
10,16.06,0.8
10,16.05,0.8
10,16.041,0.8
10,16.031,0.8
10,16.022,0.8
10,16.012,0.8
10,16.003,0.8
10,15.994,0.8
10,15.985,0.8
10,15.975,0.8
10,15.966,0.8
10,15.957,0.8
10,15.948,0.8
10,15.939,0.8
10,15.93,0.8
10,15.922,0.8
10,15.913,0.8
10,15.904,0.8
10,15.895,0.8
10,15.886,0.8
10,15.878,0.8
10,15.869,0.8
10,15.861,0.8
10,15.852,0.8
10,15.844,0.8
10,15.836,0.8
10,15.828,0.8
10,15.82,0.8
10,15.813,0.8
10,15.806,0.8
10,15.799,0.8
10,15.793,0.8
10,15.787,0.8
10,15.781,0.8
10,15.776,0.8
10,15.772,0.8
10,15.768,0.8
10,15.765,0.8
10,15.763,0.8
10,15.76,0.8
10,15.758,0.8
10,15.756,0.8
10,15.752,0.8
10,15.747,0.8
10,15.737,0.8
10,15.719,0.8
10,15.689,0.8
10,15.638,0.8
10,15.63,0.94578
10,14.494,1.2458
9.5133,15.916,1.5458
9.2962,15.778,1.6085
9.2676,15.324,1.4501
9.2507,15.24,1.4657
9.2366,15.181,1.489
9.2247,15.125,1.5112
9.2148,15.072,1.5317
9.207,15.021,1.5505
9.2011,14.971,1.5676
9.1971,14.922,1.5829
9.1948,14.875,1.5964
9.1942,14.829,1.6082
9.1952,14.784,1.6183
9.1977,14.741,1.6267
9.2017,14.7,1.6335
9.2069,14.66,1.6386
9.2135,14.622,1.6421
9.2212,14.586,1.6441
9.23,14.552,1.6446
9.2397,14.521,1.6437
9.2505,14.491,1.6413
9.262,14.463,1.6376
9.2743,14.438,1.6326
9.2873,14.415,1.6263
9.301,14.394,1.6188
9.3152,14.376,1.6102
9.3298,14.36,1.6004
9.3449,14.346,1.5896
9.3603,14.334,1.5779
9.3761,14.325,1.5651
9.392,14.319,1.5515
9.4081,14.314,1.5371
9.4244,14.312,1.5219
9.4407,14.312,1.506
9.4571,14.314,1.4894
9.4734,14.318,1.4723
9.4897,14.325,1.4546
9.5059,14.333,1.4363
9.522,14.344,1.4177
9.5379,14.356,1.3987
9.5537,14.37,1.3794
9.5692,14.385,1.3598
9.5845,14.402,1.3399
9.5995,14.421,1.32
9.6143,14.441,1.2999
9.6288,14.462,1.2798
9.643,14.484,1.2596
9.657,14.508,1.2396
9.6706,14.532,1.2196
9.6839,14.557,1.1998
9.6969,14.582,1.1803
9.7096,14.608,1.1609
9.722,14.634,1.1419
9.7341,14.661,1.1233
9.7459,14.687,1.1051
9.7575,14.714,1.0873
9.7688,14.74,1.07
9.7799,14.765,1.0533
9.7907,14.79,1.0372
9.8014,14.814,1.0217
9.8119,14.837,1.007
9.8222,14.859,0.99291
9.8324,14.88,0.97963
9.8427,14.898,0.96716
9.8529,14.915,0.95536
9.863,14.929,0.94095
9.8665,14.919,0.85867
9.7326,15.347,1.0158
9.6491,15.58,1.3158
9.9804,14.406,1.6158
8.9804,15.891,1.7154
8.7893,15.737,1.5484
8.8196,15.615,1.5425
8.8495,15.522,1.5467
8.8787,15.437,1.5529
8.9071,15.356,1.5602
8.9346,15.277,1.5685
8.9612,15.201,1.5776
8.9869,15.125,1.5875
9.0115,15.05,1.598
9.0351,14.975,1.6091
9.0576,14.902,1.6208
9.079,14.829,1.6329
9.0992,14.757,1.6456
9.1182,14.686,1.6586
9.1359,14.616,1.6719
9.1523,14.548,1.6855
9.1675,14.481,1.6994
9.1812,14.417,1.7133
9.1936,14.354,1.7274
9.2045,14.293,1.7414
9.2139,14.235,1.7554
9.2218,14.18,1.7692
9.2282,14.128,1.7827
9.2329,14.079,1.7959
9.2361,14.034,1.8087
9.2376,13.993,1.821
9.2374,13.956,1.8326
9.2355,13.923,1.8435
9.2319,13.895,1.8536
9.2265,13.872,1.8628
9.2193,13.855,1.8709
9.2103,13.844,1.8779
9.1994,13.838,1.8837
9.1867,13.839,1.8881
9.172,13.847,1.8911
9.1555,13.861,1.8924
9.1371,13.883,1.8922
9.1167,13.913,1.8901
9.0944,13.95,1.8861
9.0701,13.996,1.8802
9.0438,14.05,1.8721
9.0157,14.114,1.8619
8.9855,14.186,1.8493
8.9534,14.268,1.8343
8.9194,14.359,1.8169
8.8834,14.46,1.7969
8.8455,14.572,1.7742
8.8058,14.694,1.7487
8.7641,14.826,1.7204
8.7207,14.969,1.6892
8.6754,15.123,1.655
8.6284,15.288,1.6179
8.5797,15.464,1.5776
8.5293,15.652,1.5342
8.4773,15.851,1.4876
8.4238,16.06,1.4378
8.3689,16.282,1.3847
8.3127,16.514,1.3284
8.2554,16.757,1.2689
8.1972,17.011,1.206
8.1383,17.274,1.14
8.0793,17.547,1.0705
8.0206,17.827,0.99503
7.9582,18.097,0.86236
7.791,18.654,0.8
7.4717,19.494,0.8
7.0365,20.619,1.0235
7.2268,20.34,1.3235
7.8682,18.34,1.6235
7,19.928,1.9235
7,19.143,1.6235
7,18.92,1.4776
7,18.972,1.4792
7,18.998,1.4669
7,19.026,1.4541
7,19.056,1.4416
7,19.087,1.4292
7,19.118,1.4171
7,19.15,1.4051
7,19.183,1.3934
7,19.215,1.3819
7,19.246,1.3706
7,19.278,1.3597
7,19.309,1.3491
7,19.339,1.3389
7,19.369,1.329
7,19.398,1.3196
7,19.426,1.3107
7,19.453,1.3023
7,19.479,1.2944
7,19.504,1.287
7,19.527,1.2803
7,19.55,1.2741
7,19.571,1.2686
7,19.59,1.2637
7,19.608,1.2596
7,19.624,1.2561
7,19.639,1.2534
7,19.652,1.2514
7,19.663,1.2502
7,19.672,1.2498
7,19.679,1.2501
7,19.684,1.2513
7,19.688,1.2532
7,19.689,1.256
7,19.688,1.2597
7,19.685,1.2641
7,19.68,1.2694
7,19.672,1.2755
7,19.663,1.2824
7,19.651,1.2901
7,19.637,1.2987
7,19.621,1.308
7,19.603,1.3181
7,19.582,1.329
7,19.56,1.3407
7,19.535,1.3531
7,19.508,1.3662
7,19.479,1.38
7,19.449,1.3944
7,19.416,1.4095
7,19.381,1.4252
7,19.345,1.4415
7,19.307,1.4583
7,19.267,1.4756
7,19.225,1.4933
7,19.183,1.5115
7,19.138,1.5301
7,19.092,1.549
7,19.046,1.5683
7,18.998,1.5878
7,18.949,1.6075
7,18.899,1.6275
7,18.85,1.6514
7,18.834,1.7471
7.0841,18.525,1.7182
7.4068,17.732,1.4182
7.4389,17.742,1.1182
7,19.433,0.81816
8,17.91,0.8
8.4224,17.557,0.8
8.4609,17.683,0.8
8.4723,17.801,0.81453
8.4605,17.906,0.83584
8.4469,17.96,0.83622
8.4326,18.006,0.8359
8.4178,18.049,0.83605
8.4025,18.089,0.83679
8.3867,18.127,0.83816
8.3707,18.164,0.84017
8.3543,18.198,0.84279
8.3376,18.231,0.84601
8.3208,18.262,0.8498
8.3039,18.292,0.85413
8.2869,18.321,0.85898
8.2699,18.347,0.86432
8.253,18.373,0.87011
8.2361,18.396,0.87633
8.2194,18.418,0.88294
8.2028,18.439,0.88993
8.1865,18.458,0.89726
8.1705,18.475,0.90491
8.1547,18.49,0.91286
8.1394,18.504,0.92107
8.1243,18.517,0.92953
8.1097,18.527,0.93823
8.0956,18.536,0.94713
8.0819,18.544,0.95621
8.0687,18.549,0.96547
8.056,18.553,0.97489
8.0439,18.556,0.98444
8.0324,18.556,0.99412
8.0214,18.555,1.0039
8.011,18.553,1.0138
8.0012,18.549,1.0238
7.9921,18.543,1.0338
7.9836,18.536,1.044
7.9757,18.527,1.0541
7.9685,18.516,1.0644
7.9619,18.504,1.0747
7.956,18.491,1.085
7.9507,18.475,1.0954
7.9461,18.459,1.1058
7.9421,18.441,1.1162
7.9388,18.421,1.1267
7.9361,18.4,1.1372
7.934,18.378,1.1477
7.9326,18.354,1.1582
7.9318,18.329,1.1687
7.9316,18.302,1.1793
7.9319,18.274,1.1899
7.9328,18.245,1.2005
7.9343,18.215,1.2111
7.9363,18.184,1.2217
7.9389,18.151,1.2323
7.9419,18.117,1.243
7.9454,18.083,1.2536
7.9494,18.047,1.2643
7.9537,18.01,1.2749
7.9585,17.973,1.2856
7.9637,17.934,1.2963
7.9693,17.895,1.3069
7.9752,17.855,1.3176
7.9814,17.814,1.3282
7.988,17.772,1.3388
7.9949,17.73,1.3494
8.0022,17.687,1.3595
8.0091,17.641,1.3612
8,17.531,1.2
