2.400000000000000000e+02,3.806999999999999967e-02
2.400000000000000000e+02,8.459999999999999465e-02
2.400000000000000000e+02,0.000000000000000000e+00
2.400000000000000000e+02,1.926999999999999894e-02
2.400000000000000000e+02,5.640000000000000048e-03
2.400000000000000000e+02,2.349999999999999659e-03
2.400000000000000000e+02,9.399999999999999719e-04
2.400000000000000000e+02,3.007999999999999910e-02
2.400000000000000000e+02,1.410000000000000012e-03
2.400000000000000000e+02,1.268999999999999989e-02
1.016000000000000000e+04,1.604485999999999990e+01
1.016000000000000000e+04,1.710800000000000054e+01
1.024000000000000000e+04,1.713807999999999865e+01
1.024000000000000000e+04,1.747318999999999889e+01
1.000000000000000000e+04,1.719447999999999865e+01
9.600000000000000000e+03,1.572432000000000052e+01
9.680000000000000000e+03,1.639735999999999905e+01
9.520000000000000000e+03,1.526700999999999908e+01
1.024000000000000000e+04,1.788255999999999801e+01
8.720000000000000000e+03,1.403043999999999869e+01
2.400000000000000000e+02,1.024599999999999955e-01
2.400000000000000000e+02,1.221999999999999822e-02
2.400000000000000000e+02,3.994999999999999246e-02
2.400000000000000000e+02,8.272000000000000186e-02
2.400000000000000000e+02,3.900999999999999607e-02
2.400000000000000000e+02,1.034000000000000023e-02
2.400000000000000000e+02,3.853999999999999787e-02
2.400000000000000000e+02,1.175000000000000003e-02
2.400000000000000000e+02,4.512000000000000038e-02
2.400000000000000000e+02,1.315999999999999948e-01
1.016000000000000000e+04,1.719636000000000209e+01
1.016000000000000000e+04,1.696135999999999910e+01
1.024000000000000000e+04,1.750655999999999679e+01
1.024000000000000000e+04,1.842822999999999922e+01
9.440000000000000000e+03,1.572525999999999868e+01
1.024000000000000000e+04,1.786140999999999934e+01
9.520000000000000000e+03,1.555605999999999867e+01
9.680000000000000000e+03,1.686829999999999785e+01
9.680000000000000000e+03,1.704455000000000098e+01
8.080000000000000000e+03,1.041519999999999868e+01
2.400000000000000000e+02,1.048099999999999865e-01
2.400000000000000000e+02,4.793999999999999651e-02
2.400000000000000000e+02,3.148999999999999716e-02
2.400000000000000000e+02,4.041999999999999760e-02
2.400000000000000000e+02,6.579999999999999738e-02
2.400000000000000000e+02,3.243000000000000049e-02
2.400000000000000000e+02,1.447599999999999998e-01
2.400000000000000000e+02,1.236099999999999977e-01
1.016000000000000000e+04,1.588035999999999959e+01
9.600000000000000000e+03,1.500051999999999808e+01
1.016000000000000000e+04,1.689696999999999605e+01
1.024000000000000000e+04,1.737025999999999826e+01
1.024000000000000000e+04,1.858286000000000016e+01
9.680000000000000000e+03,1.667559999999999931e+01
9.600000000000000000e+03,1.664598999999999762e+01
1.000000000000000000e+04,1.743277000000000143e+01
9.600000000000000000e+03,1.713807999999999865e+01
9.520000000000000000e+03,1.588035999999999959e+01
9.840000000000000000e+03,1.638983999999999952e+01
2.400000000000000000e+02,9.211999999999999356e-02
1.016000000000000000e+04,1.740127999999999986e+01
2.400000000000000000e+02,6.579999999999999911e-03
2.400000000000000000e+02,2.350000000000000006e-02
1.016000000000000000e+04,1.729317999999999955e+01
2.400000000000000000e+02,1.315999999999999982e-02
1.008000000000000000e+04,1.679873999999999867e+01
2.400000000000000000e+02,2.913999999999999577e-02
2.400000000000000000e+02,6.955999999999999683e-02
2.400000000000000000e+02,7.049999999999999843e-03
1.000000000000000000e+04,1.704032000000000124e+01
1.000000000000000000e+04,1.748164999999999836e+01
1.000000000000000000e+04,1.792908999999999864e+01
8.880000000000000000e+03,1.419775999999999883e+01
1.000000000000000000e+04,1.702762999999999849e+01
9.040000000000000000e+03,1.536007000000000033e+01
8.960000000000000000e+03,1.486797999999999931e+01
9.680000000000000000e+03,1.647396999999999778e+01
8.480000000000000000e+03,1.312475000000000058e+01
1.000000000000000000e+04,1.774155999999999622e+01
1.000000000000000000e+04,1.709859999999999758e+01
2.400000000000000000e+02,5.029000000000000137e-02
1.000000000000000000e+04,1.635082999999999842e+01
2.400000000000000000e+02,1.879999999999999727e-02
1.000000000000000000e+04,1.657220000000000226e+01
1.000000000000000000e+04,1.657689999999999841e+01
2.400000000000000000e+02,3.101999999999999896e-02
1.000000000000000000e+04,1.633766999999999925e+01
2.400000000000000000e+02,4.136000000000000093e-02
6.320000000000000000e+03,6.308339999999999392e+00
1.000000000000000000e+04,1.649182999999999666e+01
1.000000000000000000e+04,1.681284000000000134e+01
9.040000000000000000e+03,1.438857999999999926e+01
9.200000000000000000e+03,1.489006999999999969e+01
9.680000000000000000e+03,1.610877999999999943e+01
8.480000000000000000e+03,1.254335999999999807e+01
1.000000000000000000e+04,1.764755999999999858e+01
8.560000000000000000e+03,1.366948000000000008e+01
9.520000000000000000e+03,1.634659999999999869e+01
9.360000000000000000e+03,1.571491999999999756e+01
8.480000000000000000e+03,1.351578999999999908e+01
6.480000000000000000e+03,5.870769999999999378e+00
8.720000000000000000e+03,1.415592999999999790e+01
7.600000000000000000e+03,9.589879999999999072e+00
7.600000000000000000e+03,9.641579999999999373e+00
8.480000000000000000e+03,1.243854999999999933e+01
8.080000000000000000e+03,1.122171999999999947e+01
7.920000000000000000e+03,1.041708000000000034e+01
8.560000000000000000e+03,1.209732999999999947e+01
9.520000000000000000e+03,1.533562999999999832e+01
1.000000000000000000e+04,1.672071999999999647e+01
9.600000000000000000e+03,1.637997000000000014e+01
9.520000000000000000e+03,1.517535999999999952e+01
9.520000000000000000e+03,1.531635999999999953e+01
8.960000000000000000e+03,1.347912999999999961e+01
1.000000000000000000e+04,1.644012999999999636e+01
9.040000000000000000e+03,1.448445999999999856e+01
9.680000000000000000e+03,1.619055999999999784e+01
9.200000000000000000e+03,1.423253999999999841e+01
2.400000000000000000e+02,5.169999999999999596e-02
2.400000000000000000e+02,2.584999999999999798e-02
2.400000000000000000e+02,1.212599999999999928e-01
2.400000000000000000e+02,5.780999999999999334e-02
2.400000000000000000e+02,1.362999999999999975e-02
2.400000000000000000e+02,4.793999999999999651e-02
2.400000000000000000e+02,9.540999999999999481e-02
2.400000000000000000e+02,5.639999999999999875e-02
2.400000000000000000e+02,4.089000000000000273e-02
2.400000000000000000e+02,2.114999999999999866e-02
3.280000000000000000e+03,1.931699999999999806e-01
5.040000000000000000e+03,4.507769999999999833e+00
3.600000000000000000e+03,1.238919999999999799e+00
5.840000000000000000e+03,5.675250000000000128e+00
3.120000000000000000e+03,5.367399999999999949e-01
6.000000000000000000e+03,5.801679999999999282e+00
3.200000000000000000e+03,9.822999999999998400e-02
6.080000000000000000e+03,5.749039999999999928e+00
2.960000000000000000e+03,8.337799999999999656e-01
6.320000000000000000e+03,5.709559999999999746e+00
2.400000000000000000e+02,1.786000000000000087e-02
2.400000000000000000e+02,1.926999999999999894e-02
2.400000000000000000e+02,3.383999999999999508e-02
2.400000000000000000e+02,3.054999999999999730e-02
2.400000000000000000e+02,1.879999999999999727e-02
2.400000000000000000e+02,3.054999999999999730e-02
2.400000000000000000e+02,0.000000000000000000e+00
2.400000000000000000e+02,4.229999999999999732e-02
2.400000000000000000e+02,8.647999999999998744e-02
2.400000000000000000e+02,2.820000000000000024e-03
9.680000000000000000e+03,1.493659999999999854e+01
4.480000000000000000e+03,7.754999999999999394e-02
6.320000000000000000e+03,5.442599999999999660e+00
6.080000000000000000e+03,5.888160000000000061e+00
6.160000000000000000e+03,6.288599999999999746e+00
6.080000000000000000e+03,5.841159999999999464e+00
5.840000000000000000e+03,5.688880000000000159e+00
6.000000000000000000e+03,5.450120000000000076e+00
5.840000000000000000e+03,5.577960000000000029e+00
5.840000000000000000e+03,5.600519999999999499e+00
2.400000000000000000e+02,1.080999999999999843e-02
2.400000000000000000e+02,3.572000000000000175e-02
2.400000000000000000e+02,5.733999999999999514e-02
2.400000000000000000e+02,1.832999999999999907e-02
2.400000000000000000e+02,3.947999999999999426e-02
2.400000000000000000e+02,2.820000000000000024e-03
2.400000000000000000e+02,1.456999999999999788e-02
2.400000000000000000e+02,9.869999999999998566e-03
2.400000000000000000e+02,5.640000000000000048e-03
3.280000000000000000e+03,3.614300000000000290e-01
8.960000000000000000e+03,1.274827999999999939e+01
7.440000000000000000e+03,7.993290000000000006e+00
7.120000000000000000e+03,7.390749999999999709e+00
7.680000000000000000e+03,9.237849999999999895e+00
6.720000000000000000e+03,6.617129999999999512e+00
7.440000000000000000e+03,8.744350000000000733e+00
7.200000000000000000e+03,7.737139999999999240e+00
6.800000000000000000e+03,6.940960000000000463e+00
7.440000000000000000e+03,1.032684000000000069e+01
2.400000000000000000e+02,1.832999999999999907e-02
2.400000000000000000e+02,4.323999999999999372e-02
2.400000000000000000e+02,7.144000000000000350e-02
2.400000000000000000e+02,2.443999999999999645e-02
2.400000000000000000e+02,1.128000000000000010e-02
2.400000000000000000e+02,3.572000000000000175e-02
2.400000000000000000e+02,3.007999999999999910e-02
2.400000000000000000e+02,5.451999999999999902e-02
2.400000000000000000e+02,7.425999999999999268e-02
2.400000000000000000e+02,7.237999999999999989e-02
9.840000000000000000e+03,1.483789999999999942e+01
9.680000000000000000e+03,1.563595999999999897e+01
7.760000000000000000e+03,1.000300999999999974e+01
8.720000000000000000e+03,1.198217999999999783e+01
8.080000000000000000e+03,1.147504999999999953e+01
8.080000000000000000e+03,1.100975000000000037e+01
8.240000000000000000e+03,1.185951000000000022e+01
7.920000000000000000e+03,1.079636999999999958e+01
8.080000000000000000e+03,1.160665000000000013e+01
7.920000000000000000e+03,1.093454999999999977e+01
2.400000000000000000e+02,7.519999999999999775e-03
2.400000000000000000e+02,2.537999999999999978e-02
2.400000000000000000e+02,3.007999999999999910e-02
2.400000000000000000e+02,1.175000000000000003e-02
2.400000000000000000e+02,9.399999999999998634e-03
2.400000000000000000e+02,2.349999999999999659e-03
2.400000000000000000e+02,2.631999999999999965e-02
2.400000000000000000e+02,1.268999999999999989e-02
2.400000000000000000e+02,1.973999999999999713e-02
2.400000000000000000e+02,9.399999999999998634e-03
9.680000000000000000e+03,1.576191999999999815e+01
9.680000000000000000e+03,1.703186000000000178e+01
9.680000000000000000e+03,1.687628999999999735e+01
8.960000000000000000e+03,1.519650999999999819e+01
8.720000000000000000e+03,1.399471999999999916e+01
9.680000000000000000e+03,1.597106999999999921e+01
8.480000000000000000e+03,1.281360999999999883e+01
9.040000000000000000e+03,1.491685999999999801e+01
8.960000000000000000e+03,1.458550999999999753e+01
8.560000000000000000e+03,1.339875999999999756e+01
2.400000000000000000e+02,2.068000000000000047e-02
2.400000000000000000e+02,2.961000000000000090e-02
2.400000000000000000e+02,5.310999999999999749e-02
2.400000000000000000e+02,7.097000000000000530e-02
2.400000000000000000e+02,4.276999999999999552e-02
2.400000000000000000e+02,4.934999999999999110e-02
2.400000000000000000e+02,2.256000000000000019e-02
2.400000000000000000e+02,2.584999999999999798e-02
2.400000000000000000e+02,6.579999999999999911e-03
6.800000000000000000e+03,6.712539999999999729e+00
9.680000000000000000e+03,1.564159999999999862e+01
9.680000000000000000e+03,1.631228999999999729e+01
9.680000000000000000e+03,1.687864000000000075e+01
8.320000000000000000e+03,1.153990999999999900e+01
9.680000000000000000e+03,1.770724999999999838e+01
8.720000000000000000e+03,1.460665999999999976e+01
8.960000000000000000e+03,1.460195999999999827e+01
9.200000000000000000e+03,1.497278999999999982e+01
8.560000000000000000e+03,1.297951999999999906e+01
2.400000000000000000e+02,3.994999999999999246e-02
2.400000000000000000e+02,6.344999999999999252e-02
2.400000000000000000e+02,1.128000000000000010e-02
2.400000000000000000e+02,4.089000000000000273e-02
2.400000000000000000e+02,3.289999999999999956e-03
2.400000000000000000e+02,5.640000000000000048e-03
2.400000000000000000e+02,1.221999999999999822e-02
2.400000000000000000e+02,2.349999999999999659e-03
2.400000000000000000e+02,4.512000000000000038e-02
2.400000000000000000e+02,7.049999999999999843e-03
9.840000000000000000e+03,1.563501999999999903e+01
9.840000000000000000e+03,1.624742999999999782e+01
1.000000000000000000e+04,1.657172999999999874e+01
9.680000000000000000e+03,1.722080000000000055e+01
8.720000000000000000e+03,1.385136999999999929e+01
9.680000000000000000e+03,1.708684999999999832e+01
8.960000000000000000e+03,1.441818999999999917e+01
9.680000000000000000e+03,1.653412999999999755e+01
8.880000000000000000e+03,1.429645999999999972e+01
8.960000000000000000e+03,1.484494999999999898e+01
2.400000000000000000e+02,5.310999999999999749e-02
2.400000000000000000e+02,4.746999999999999831e-02
2.400000000000000000e+02,4.512000000000000038e-02
2.400000000000000000e+02,3.853999999999999787e-02
2.400000000000000000e+02,2.068000000000000047e-02
2.400000000000000000e+02,2.820000000000000024e-03
2.400000000000000000e+02,2.913999999999999577e-02
